8.84,0.718,0.038,7.829,0
9.5,0.62,0.113,7.932,0
10.025,0.601,0.067,7.896,0
10.553,0.661,0.0,7.882,0
11.08,0.666,0.007,7.887,0
11.609,0.713,0.079,7.843,0
12.139,0.651,0.036,7.86,0
12.666,0.685,0.084,7.934,0
13.195,0.613,0.019,7.901,0
13.724,0.728,-0.017,7.8,0
14.254,0.661,0.081,7.87,0
14.786,0.642,-0.019,7.906,0
15.318,0.682,0.038,7.925,0
15.85,0.644,0.098,7.858,0
16.379,0.687,0.077,7.841,0
16.908,0.697,0.062,7.855,0
17.441,0.68,0.053,7.922,0
17.969,0.721,0.151,7.796,0
18.5,0.639,0.108,7.963,0
19.032,0.733,0.01,7.997,0
19.668,0.704,0.029,7.927,0
20.198,0.687,0.079,7.863,0
20.728,0.589,-0.01,7.875,0
21.258,0.713,0.048,7.807,0
21.79,0.678,0.002,7.884,0
22.322,0.723,0.024,7.863,0
22.853,0.697,0.045,7.834,0
23.382,0.685,0.093,7.855,0
23.916,0.673,0.0,7.829,0
24.447,0.709,0.038,7.822,0
24.978,0.656,0.057,7.815,0
25.507,0.68,0.093,7.946,0
26.038,0.611,0.045,7.896,0
26.567,0.709,0.012,7.898,0
27.096,0.694,0.043,7.827,0
27.627,0.728,0.062,7.887,0
28.164,0.658,0.019,7.819,0
28.695,0.697,0.055,7.93,0
29.227,0.658,0.077,7.884,0
29.887,0.654,0.024,7.877,0
30.431,0.697,0.05,7.839,0
30.975,0.637,0.055,7.956,0
31.52,0.654,0.074,7.853,0
32.068,0.678,-0.01,7.829,0
32.615,0.692,0.002,7.872,0
33.157,0.73,0.057,7.822,0
33.701,0.675,0.031,7.882,0
34.249,0.752,0.062,7.875,0
34.794,0.706,0.017,7.879,0
35.339,0.742,0.05,7.949,0
35.889,0.699,0.081,7.767,0
36.435,0.704,0.05,7.879,0
36.98,0.62,0.057,7.894,0
37.52,0.682,0.096,7.812,0
38.066,0.618,0.072,7.851,0
38.609,0.725,0.05,7.934,0
39.154,0.687,0.057,7.877,0
39.698,0.668,0.002,7.841,0
40.244,0.728,-0.005,7.8,0
40.853,0.754,-0.014,7.793,0
41.394,0.632,0.017,7.879,0
41.936,0.692,0.053,7.851,0
42.48,0.651,0.057,8.006,0
43.027,0.678,0.019,7.819,0
43.569,0.735,0.048,7.855,0
44.114,0.632,0.002,7.858,0
44.657,0.622,0.045,7.968,0
45.204,0.565,0.048,7.882,0
45.746,0.68,0.077,7.769,0
46.29,0.649,0.105,7.86,0
46.837,0.68,0.05,7.903,0
47.382,0.685,0.031,7.793,0
47.926,0.735,0.05,7.879,0
48.474,0.869,0.041,7.877,0
7.522,0.723,0.017,7.839,0
8.066,0.723,0.062,7.875,0
8.617,0.745,0.01,7.848,0
9.157,0.692,0.034,7.867,0
9.824,0.627,0.091,7.942,0
10.366,0.699,0.096,7.889,0
10.911,0.711,0.06,7.937,0
11.457,0.682,0.029,7.851,0
12.004,0.716,0.048,7.8,0
12.55,0.702,0.06,7.946,0
13.092,0.713,-0.055,7.989,0
13.639,-0.634,0.723,8.99,0
14.185,-7.053,0.129,4.626,0
14.728,-8.99,0.618,-1.14,0
15.174,-9.249,0.23,-1.156,1
15.715,-9.234,0.244,-1.31,1
16.259,-9.222,-0.139,-1.791,1
16.807,-9.026,-0.113,0.709,1
17.349,-8.191,-0.084,2.598,0
17.89,-8.835,-0.129,0.869,0
18.334,-7.922,-0.153,2.811,0
18.877,-7.494,-0.081,2.65,0
19.423,-8.976,0.426,-2.054,0
19.991,-9.306,-0.108,-2.571,1
20.534,-9.323,-0.136,-2.021,1
21.079,-9.251,-0.172,0.084,1
21.623,-6.364,-0.079,5.425,0
22.166,-6.275,-0.12,5.011,0
22.708,-8.698,-0.115,1.226,0
23.151,-9.024,-0.175,0.309,1
23.695,-8.432,-0.067,1.776,0
24.241,-7.855,0.136,2.725,0
24.786,-9.237,-0.139,-0.778,1
25.329,-9.325,-0.115,-0.405,1
25.872,-4.345,-0.687,2.763,0
26.417,-0.29,-0.194,7.74,0
26.96,-0.23,-0.194,7.855,0
27.506,-0.218,-0.184,7.807,0
28.053,-0.187,-0.172,7.913,0
28.598,-0.235,-0.146,7.822,0
29.268,-0.251,-0.175,7.819,0
29.813,-0.196,-0.127,7.898,0
30.359,-0.266,-0.204,7.803,0
30.903,-0.283,-0.148,7.855,0
31.447,-0.204,-0.165,7.977,0
31.994,-0.204,-0.158,7.872,0
32.536,-0.172,-0.139,7.915,0
33.082,-0.227,-0.172,7.796,0
33.626,-0.158,-0.184,7.851,0
34.172,-0.28,-0.18,7.915,0
34.715,-0.187,-0.148,7.784,0
35.26,-0.192,-0.184,7.884,0
35.802,-0.189,-0.17,7.848,0
36.349,-0.18,-0.175,7.774,0
36.895,-0.266,-0.163,7.889,0
37.439,-0.182,-0.148,7.834,0
37.99,-0.244,-0.132,7.949,0
38.539,-0.208,-0.199,7.915,0
39.208,-0.177,-0.163,7.86,0
39.755,-0.227,-0.115,7.863,0
40.302,-0.206,-0.16,7.848,0
40.848,-0.23,-0.144,7.841,0
41.394,-0.227,-0.144,7.834,0
41.939,-0.242,-0.175,7.815,0
42.483,-0.201,-0.165,7.851,0
43.033,-0.194,-0.194,7.796,0
43.581,-0.189,-0.172,7.8,0
44.123,-0.227,-0.11,7.805,0
44.667,-0.242,-0.151,7.975,0
45.211,-0.251,-0.16,7.788,0
45.757,-0.17,-0.163,7.863,0
46.307,-0.227,-0.146,7.829,0
46.854,-0.141,-0.129,7.846,0
47.401,-0.18,-0.192,7.851,0
47.949,-0.184,-0.134,7.805,0
48.495,-0.235,-0.177,7.743,0
49.171,-0.208,-0.175,7.843,0
49.719,-0.218,-0.192,7.817,0
50.264,-0.184,-0.206,7.875,0
50.814,-0.208,-0.132,7.863,0
51.367,-0.254,-0.165,7.891,0
51.915,-0.239,-0.127,7.925,0
52.461,-0.196,-0.16,7.934,0
53.006,-0.189,-0.175,7.805,0
53.555,-0.225,-0.158,7.779,0
54.103,-0.17,-0.206,7.817,0
54.651,-0.22,-0.153,7.812,0
55.199,-0.215,-0.144,7.946,0
55.748,-0.213,-0.11,7.851,0
56.293,-0.199,-0.127,7.812,0
56.838,-0.249,-0.182,7.843,0
57.385,-0.196,-0.196,7.805,0
57.938,-0.239,-0.139,7.889,0
58.485,-0.189,-0.177,7.81,0
59.157,-0.215,-0.175,7.882,0
59.707,-0.117,-0.151,7.796,0
60.255,-0.139,-0.215,7.846,0
60.804,-0.158,-0.117,7.798,0
61.351,-0.163,-0.213,7.918,0
61.896,-0.254,-0.139,7.872,0
62.445,-0.189,-0.163,7.815,0
62.992,-0.261,-0.192,7.855,0
63.541,-0.206,-0.187,7.877,0
64.088,-0.172,-0.168,7.807,0
64.639,-0.187,-0.194,7.827,0
65.192,-0.146,-0.206,7.927,0
65.743,-0.199,-0.199,7.863,0
66.291,-0.129,-0.136,7.896,0
66.842,-0.239,-0.237,7.915,0
67.391,-0.194,-0.148,7.966,0
67.935,-0.194,-0.211,7.867,0
68.485,-0.192,-0.189,7.879,0
69.166,-0.242,-0.16,7.829,0
69.707,-0.098,-0.206,7.846,0
70.25,-0.16,-0.168,7.994,0
70.792,-0.165,-0.208,7.858,0
71.331,-0.132,-0.139,7.877,0
71.871,-0.148,-0.194,7.831,0
72.416,-0.11,-0.134,7.824,0
72.96,-0.215,-0.148,7.848,0
73.506,-0.141,-0.124,7.827,0
74.051,-0.168,-0.101,7.807,0
74.599,-0.235,-0.144,7.915,0
75.144,-0.242,-0.175,7.848,0
75.69,-0.223,-0.144,7.875,0
76.235,-0.187,-0.122,7.863,0
76.786,-0.113,-0.18,7.81,0
77.327,-0.105,-0.172,7.796,0
77.877,-0.189,-0.165,7.872,0
78.429,-0.177,-0.168,7.764,0
79.048,-0.17,-0.172,7.843,0
79.594,-0.28,-0.146,7.788,0
80.14,-0.141,-0.139,7.755,0
80.688,-0.199,-0.113,7.896,0
81.235,-0.206,-0.156,7.841,0
81.784,-0.134,-0.158,7.829,0
82.331,-0.168,-0.122,7.781,0
82.875,-0.165,-0.156,7.91,0
83.417,-0.156,-0.18,7.875,0
83.963,-0.172,-0.201,7.851,0
84.506,-0.175,-0.175,7.86,0
85.049,-0.189,-0.18,7.819,0
85.587,-0.141,-0.158,7.937,0
86.125,-0.146,-0.16,7.882,0
86.666,-0.11,-0.139,7.858,0
87.208,-0.139,-0.12,7.875,0
87.753,-0.141,-0.132,7.853,0
88.299,-0.232,-0.177,7.812,0
88.914,-0.101,-0.132,7.831,0
89.458,-0.17,-0.129,7.877,0
90.005,-0.184,-0.129,7.913,0
90.551,-0.136,-0.158,7.939,0
91.096,-0.175,-0.098,7.839,0
91.641,-0.215,-0.132,7.839,0
92.183,-0.163,-0.184,7.865,0
92.728,-0.244,-0.16,7.877,0
93.269,-0.136,-0.127,7.791,0
93.813,-0.175,-0.129,7.887,0
94.357,-0.127,-0.091,7.867,0
94.906,-0.105,-0.189,7.848,0
95.448,-0.223,-0.165,7.815,0
95.99,-0.122,-0.101,7.851,0
96.536,-0.194,-0.146,7.887,0
97.082,-0.122,-0.177,7.927,0
97.621,-0.213,-0.077,7.913,0
98.281,-0.144,-0.208,7.824,0
98.82,-0.146,-0.148,7.944,0
99.36,-0.127,-0.215,7.793,0
99.904,-0.17,-0.127,7.92,0
100.448,-0.151,-0.223,7.819,0
100.992,-0.148,-0.136,7.884,0
101.538,-0.218,-0.163,7.824,0
102.081,-0.139,-0.156,7.851,0
102.621,-0.12,-0.151,7.829,0
103.165,-0.168,-0.182,7.937,0
103.708,-0.199,-0.165,7.784,0
104.25,-0.22,-0.16,7.867,0
104.794,-0.115,-0.117,7.817,0
105.335,-0.103,-0.223,7.81,0
105.877,-0.194,-0.17,7.841,0
106.42,-0.139,-0.172,7.827,0
106.961,-0.196,-0.17,7.839,0
107.507,-0.189,-0.201,7.903,0
108.174,-0.17,-0.122,7.791,0
108.719,-0.194,-0.189,7.86,0
109.267,-0.153,-0.156,7.762,0
109.814,-0.146,-0.177,7.767,0
110.359,-0.177,-0.194,7.848,0
110.905,-0.136,-0.196,7.858,0
111.446,-0.192,-0.132,7.807,0
111.986,-0.139,-0.177,7.848,0
112.531,-0.208,-0.148,7.884,0
113.077,-0.144,-0.194,7.908,0
113.62,-0.194,-0.072,7.831,0
114.164,-0.129,-0.127,7.92,0
114.708,-0.141,-0.136,7.913,0
115.25,-0.134,-0.208,7.846,0
115.793,-0.16,-0.127,7.784,0
116.338,-0.113,-0.139,7.865,0
116.882,-0.124,-0.151,7.793,0
117.547,-0.156,-0.132,7.882,0
118.091,-0.263,-0.187,7.863,0
118.637,-0.101,-0.189,7.932,0
119.18,-0.086,-0.199,7.963,0
119.727,-0.208,-0.184,7.865,0
120.27,-0.168,-0.103,7.848,0
120.812,-0.117,-0.153,7.819,0
121.351,-0.204,-0.158,7.798,0
121.895,-0.156,-0.204,7.901,0
122.437,-0.139,-0.163,7.927,0
122.983,-0.194,-0.148,7.879,0
123.526,-0.136,-0.141,7.848,0
124.067,-0.177,-0.177,7.843,0
124.611,-0.18,-0.12,7.738,0
125.157,-0.158,-0.172,7.896,0
125.706,-0.144,-0.204,7.815,0
126.25,-0.124,-0.187,7.937,0
126.919,-0.156,-0.177,7.925,0
127.468,-0.208,-0.12,7.903,0
128.014,-0.223,-0.139,7.908,0
128.565,-0.144,-0.187,7.891,0
129.113,-0.211,-0.136,7.803,0
129.658,-0.182,-0.218,7.922,0
130.205,-0.215,-0.163,7.865,0
130.75,-0.168,-0.163,7.819,0
131.296,-0.055,-0.201,7.855,0
131.841,-0.146,-0.16,7.863,0
132.386,-0.129,-0.127,7.992,0
132.93,-0.196,-0.192,7.901,0
133.478,-0.148,-0.17,7.822,0
134.02,-0.127,-0.16,7.834,0
134.568,-0.031,-0.223,7.913,0
135.116,-0.18,-0.11,7.851,0
135.66,-0.163,-0.129,7.822,0
136.205,-0.103,-0.129,7.91,0
136.884,-0.098,-0.168,7.932,0
137.432,-0.165,-0.187,7.829,0
137.98,-0.156,-0.153,7.932,0
138.527,-0.187,-0.175,7.774,0
139.077,-0.108,-0.16,7.824,0
139.623,-0.146,-0.108,7.87,0
140.167,-0.204,-0.158,7.851,0
140.717,-0.134,-0.129,7.882,0
141.264,-0.141,-0.127,7.772,0
141.811,-0.12,-0.153,7.846,0
142.362,-0.148,-0.136,7.884,0
142.911,-0.144,-0.163,7.879,0
143.457,-0.156,-0.144,7.877,0
144.004,-0.189,-0.11,7.769,0
144.555,-0.163,-0.134,7.858,0
145.101,-0.134,-0.16,7.872,0
145.647,-0.165,-0.163,7.807,0
146.301,-0.184,-0.136,7.906,0
146.826,-0.156,-0.18,7.798,0
147.355,-0.072,-0.148,7.937,0
147.885,-0.153,-0.153,7.915,0
148.412,-0.146,-0.144,7.843,0
148.943,-0.141,-0.208,7.779,0
149.471,-0.12,-0.144,7.81,0
150.0,-0.134,-0.146,7.824,0
150.531,-0.177,-0.127,7.93,0
151.061,-0.153,-0.211,7.903,0
151.59,-0.124,-0.158,7.87,0
152.124,-0.148,-0.151,7.798,0
152.654,-0.067,-0.16,7.853,0
153.187,-0.122,-0.165,7.834,0
153.72,-0.208,-0.16,7.954,0
154.256,-0.285,-0.136,7.87,0
154.789,-0.129,-0.211,7.87,0
155.326,-0.17,-0.196,7.903,0
155.975,-0.124,-0.148,7.714,0
156.512,-0.168,-0.148,7.834,0
157.049,-0.134,-0.177,7.784,0
157.587,-0.163,-0.213,7.848,0
158.121,-0.12,-0.163,7.863,0
158.663,-0.134,-0.206,7.884,0
159.2,-0.165,-0.18,7.757,0
159.743,-0.11,-0.103,7.915,0
160.284,-0.136,-0.16,7.841,0
160.823,-0.117,-0.11,7.867,0
161.366,-0.089,-0.103,7.898,0
161.912,-0.096,-0.093,7.989,0
162.452,-0.208,-0.127,7.846,0
162.994,-0.132,-0.184,7.836,0
163.539,-0.151,-0.084,7.858,0
164.083,-0.172,-0.156,7.803,0
164.622,-0.096,-0.158,7.913,0
165.281,-0.12,-0.156,7.915,0
165.82,-0.16,-0.132,7.92,0
166.362,-0.163,-0.194,7.851,0
166.901,-0.163,-0.213,7.867,0
167.441,-0.124,-0.163,7.748,0
167.986,-0.194,-0.122,7.896,0
168.531,-0.11,-0.148,7.877,0
169.077,-0.134,-0.187,7.793,0
169.623,-0.168,-0.151,7.839,0
170.171,-0.093,-0.175,7.853,0
170.714,-0.237,-0.146,7.827,0
171.259,-0.12,-0.168,7.829,0
171.804,-0.11,-0.127,7.882,0
172.348,-0.141,-0.182,7.875,0
172.895,-0.136,-0.136,7.815,0
173.441,-0.127,-0.136,7.755,0
173.983,-0.113,-0.158,7.796,0
174.656,-0.105,-0.218,7.848,0
175.2,-0.165,-0.22,7.843,0
175.745,-0.163,-0.151,7.822,0
176.291,-0.151,-0.098,7.846,0
176.834,-0.163,-0.122,7.757,0
177.382,-0.12,-0.175,7.968,0
177.928,-0.151,-0.148,7.815,0
178.474,-0.101,-0.17,7.752,0
179.021,-0.113,-0.201,7.822,0
179.568,-0.108,-0.187,7.848,0
180.114,-0.218,-0.182,7.925,0
180.659,-0.127,-0.134,7.843,0
181.208,-0.096,-0.113,7.721,0
181.752,-0.136,-0.17,7.87,0
182.298,-0.127,-0.122,7.819,0
182.846,-0.124,-0.124,7.92,0
183.391,-0.124,-0.189,7.884,0
183.935,-0.101,-0.144,7.879,0
184.608,-0.163,-0.165,7.846,0
185.157,-0.141,-0.153,7.824,0
185.705,-0.223,-0.182,7.961,0
186.253,-0.148,-0.074,7.934,0
186.798,-0.105,-0.168,7.949,0
187.345,-0.132,-0.187,7.863,0
187.898,-0.124,-0.151,7.848,0
188.449,-0.153,-0.187,7.819,0
189.0,-0.201,-0.165,8.155,0
189.546,-0.158,-0.17,7.86,0
190.094,-0.043,-0.156,7.867,0
190.642,-0.093,-0.182,7.819,0
191.19,2.624,-0.189,7.915,0
191.741,0.007,-0.16,7.872,0
192.289,-0.036,-0.204,7.925,0
192.836,0.0,-0.194,7.858,0
193.382,-0.101,-0.108,7.64,0
194.056,-0.041,-0.141,7.875,0
194.607,-0.026,-0.153,7.865,0
195.156,-0.067,-0.196,7.877,0
195.707,-0.113,-0.136,7.865,0
196.251,-0.024,-0.187,7.805,0
196.799,-0.014,-0.182,7.846,0
197.349,-0.062,-0.172,7.901,0
197.9,-0.053,-0.146,7.851,0
198.449,-0.007,-0.136,7.805,0
198.996,-0.045,-0.146,7.908,0
199.546,-0.151,-0.177,7.812,0
200.095,0.0,-0.177,7.91,0
200.648,-0.024,-0.093,7.894,0
201.201,-0.031,-0.124,7.836,0
201.75,0.007,-0.156,7.968,0
202.299,-0.045,-0.199,7.807,0
202.845,-0.065,-0.189,7.843,0
203.523,-0.022,-0.204,7.784,0
204.07,-0.045,-0.163,7.875,0
204.619,-0.041,-0.22,7.968,0
205.166,-0.036,-0.182,8.006,0
205.719,-0.067,-0.184,7.865,0
206.27,-0.029,-0.105,7.942,0
206.82,-0.072,-0.182,7.815,0
207.371,-0.096,-0.204,7.784,0
207.917,-0.057,-0.158,7.887,0
208.469,-0.002,-0.165,7.855,0
209.018,-0.026,-0.134,7.879,0
209.569,-0.026,-0.124,7.91,0
210.119,-0.074,-0.148,7.827,0
210.666,-0.06,-0.156,7.937,0
211.217,0.048,-0.223,7.997,0
211.766,-0.045,-0.132,7.839,0
212.32,-0.077,-0.153,7.807,0
212.87,-0.06,-0.158,7.829,0
213.551,-0.017,-0.165,7.891,0
214.1,-0.067,-0.192,7.846,0
214.645,-0.014,-0.086,7.872,0
215.198,-0.053,-0.156,7.86,0
215.748,-0.026,-0.192,7.798,0
216.293,-0.045,-0.187,7.87,0
216.839,-0.019,-0.101,7.819,0
217.388,-0.081,-0.117,7.827,0
217.938,0.0,-0.172,7.879,0
218.49,-0.077,-0.129,7.822,0
219.039,-0.062,-0.182,7.875,0
219.594,-0.014,-0.165,7.788,0
220.144,-0.017,-0.136,7.87,0
220.696,-0.041,-0.165,7.858,0
221.249,-0.055,-0.146,7.819,0
221.8,-0.007,-0.115,7.937,0
222.351,-0.022,-0.17,7.846,0
223.01,-0.012,-0.146,7.736,0
223.535,-0.041,-0.175,7.877,0
224.063,-0.026,-0.189,7.752,0
224.589,-0.065,-0.196,7.86,0
225.119,-0.053,-0.153,7.855,0
225.652,-0.062,-0.187,7.829,0
226.18,-0.091,-0.113,7.901,0
226.71,-0.115,-0.127,7.822,0
227.24,-0.05,-0.136,7.961,0
227.771,0.012,-0.117,7.937,0
228.304,-0.043,-0.165,7.779,0
228.835,-0.077,-0.108,7.863,0
229.371,-0.012,-0.163,7.805,0
229.907,-0.081,-0.208,7.913,0
230.443,-0.031,-0.127,7.786,0
230.973,-0.019,-0.146,7.815,0
231.506,-0.108,-0.172,7.867,0
232.039,-0.043,-0.16,7.879,0
232.641,-0.019,-0.12,7.894,0
233.174,-0.034,-0.146,7.937,0
233.71,0.017,-0.18,7.879,0
234.242,-0.06,-0.156,7.961,0
234.776,-0.079,-0.117,7.853,0
235.312,-0.017,-0.136,7.736,0
235.846,-0.031,-0.148,7.834,0
236.385,-0.034,-0.168,7.822,0
236.919,-0.034,-0.18,7.812,0
237.453,0.007,-0.211,7.788,0
237.989,-0.153,-0.129,7.903,0
238.526,-0.01,-0.182,7.853,0
239.064,-0.077,-0.16,7.918,0
239.599,-0.038,-0.144,7.877,0
240.135,-0.067,-0.129,7.846,0
240.669,-0.077,-0.146,7.834,0
241.205,-0.031,-0.124,7.817,0
241.857,-0.062,-0.132,7.827,0
242.396,-0.079,-0.144,7.853,0
242.931,-0.019,-0.156,7.848,0
243.464,-0.077,-0.146,7.831,0
243.998,-0.055,-0.148,7.908,0
244.532,-0.048,-0.151,7.887,0
245.066,-0.077,-0.151,7.87,0
245.598,-0.062,-0.17,7.934,0
246.134,-0.038,-0.144,7.865,0
246.669,-0.019,-0.096,7.836,0
247.209,-0.043,-0.132,7.877,0
247.748,-0.014,-0.172,7.894,0
248.285,0.017,-0.122,7.815,0
248.824,-0.067,-0.146,7.879,0
249.36,-0.002,-0.146,7.81,0
249.896,0.002,-0.158,7.855,0
250.428,-0.074,-0.189,7.846,0
251.079,-0.019,-0.151,7.824,0
251.613,-0.043,-0.177,7.822,0
252.148,-0.029,-0.12,8.011,0
252.682,-0.024,-0.139,7.853,0
253.218,0.022,-0.163,7.942,0
253.751,0.002,-0.144,7.836,0
254.287,-0.019,-0.129,7.817,0
254.824,-0.007,-0.215,7.932,0
255.36,0.026,-0.129,7.961,0
